repo,language,tool,severity,kind,id,package,installed,fixed,path,line,title
warranty-claims-api,java,trivy,HIGH,dependency,CVE-2025-48989,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,"11.0.10, 10.1.44, 9.0.108",pom.xml,,"tomcat: http/2 ""MadeYouReset"" DoS attack through HTTP/2 control frames"
warranty-claims-api,java,trivy,HIGH,dependency,CVE-2025-52520,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,"11.0.9, 10.1.43, 9.0.107",pom.xml,,tomcat: Apache Tomcat denial of service
warranty-claims-api,java,trivy,HIGH,dependency,CVE-2025-52999,com.fasterxml.jackson.core:jackson-core,2.13.4,2.15.0,pom.xml,,com.fasterxml.jackson.core/jackson-core: jackson-core Potential StackoverflowError
warranty-claims-api,java,trivy,HIGH,dependency,CVE-2025-53506,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,"9.0.107, 10.1.43, 11.0.9",pom.xml,,tomcat: Apache Tomcat denial of service
warranty-claims-api,java,trivy,HIGH,dependency,CVE-2025-55752,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,"11.0.11, 10.1.45, 9.0.109",pom.xml,,tomcat: org.apache.tomcat/tomcat-catalina: Apache Tomcat: Directory traversal via rewrite with possible RCE
warranty-claims-api,java,trivy,HIGH,dependency,CVE-2026-24880,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,"9.0.116, 10.1.52, 11.0.20",pom.xml,,Apache Tomcat: Apache Tomcat: HTTP Request/Response Smuggling via invalid chunk extension
warranty-claims-api,java,trivy,HIGH,dependency,CVE-2026-34483,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,"9.0.116, 10.1.54, 11.0.21",pom.xml,,Apache Tomcat: Apache Tomcat: Information disclosure due to improper encoding in JsonAccessLogValve
warranty-claims-api,java,trivy,HIGH,dependency,CVE-2026-34487,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,"9.0.117, 10.1.54, 11.0.21",pom.xml,,Apache Tomcat: Apache Tomcat: Information disclosure via sensitive data in log files
warranty-claims-api,java,trivy,HIGH,dependency,CVE-2026-40973,org.springframework.boot:spring-boot,2.7.5,"4.0.6, 3.5.14",pom.xml,,Spring Boot: Spring Boot: Arbitrary Code Execution and Session Hijacking via predictable temporary directory
warranty-claims-api,java,trivy,HIGH,dependency,CVE-2026-41284,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,"9.0.118, 10.1.55, 11.0.22",pom.xml,,tomcat: Apache Tomcat: Denial of Service due to uncontrolled resource allocation
warranty-claims-api,java,trivy,CRITICAL,dependency,CVE-2026-41293,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,"9.0.118, 10.1.55, 11.0.22",pom.xml,,tomcat-coyote: Apache Tomcat: HTTP/2 request headers not validated
warranty-claims-api,java,trivy,HIGH,dependency,CVE-2026-41842,org.springframework:spring-webmvc,5.3.23,"7.0.8, 6.2.19",pom.xml,,spring-framework: Spring Framework: Denial of Service when resolving static resources
warranty-claims-api,java,trivy,HIGH,dependency,CVE-2026-41845,org.springframework:spring-webmvc,5.3.23,"7.0.8, 6.2.19",pom.xml,,org.springframework: Spring Framework: Cross-site scripting (XSS) via incorrect JavaScript escaping
warranty-claims-api,java,trivy,HIGH,dependency,CVE-2026-41850,org.springframework:spring-expression,5.3.23,"7.0.8, 6.2.19",pom.xml,,spring-framework: Spring Framework: Denial of Service via specially crafted SpEL expressions
warranty-claims-api,java,trivy,HIGH,dependency,CVE-2026-42498,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,"9.0.118, 10.1.55, 11.0.22",pom.xml,,tomcat-coyote: Apache Tomcat: Information disclosure due to HTTP Authentication Header exposure during WebSocket authent
warranty-claims-api,java,trivy,CRITICAL,dependency,CVE-2026-43512,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,"9.0.118, 10.1.55, 11.0.22",pom.xml,,tomcat-coyote: Apache Tomcat: Authentication bypass via digest authentication
warranty-claims-api,java,trivy,HIGH,dependency,CVE-2026-43513,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,"9.0.118, 10.1.55, 11.0.22",pom.xml,,tomcat-catalina: Apache Tomcat: Improper Handling of Case Sensitivity in LockOutRealm
warranty-claims-api,java,trivy,CRITICAL,dependency,CVE-2026-43515,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,"9.0.118, 10.1.55, 11.0.22",pom.xml,,tomcat-coyote: tomcat: Improper Authorization allows security bypass
warranty-claims-api,java,trivy,HIGH,dependency,CVE-2026-54512,com.fasterxml.jackson.core:jackson-databind,2.13.4.2,"2.18.8, 3.1.4, 2.21.4",pom.xml,,jackson-databind: jackson-databind: Arbitrary code execution via PolymorphicTypeValidator bypass
warranty-claims-api,java,trivy,HIGH,dependency,CVE-2026-54513,com.fasterxml.jackson.core:jackson-databind,2.13.4.2,"2.18.8, 2.21.4, 3.1.4",pom.xml,,jackson-databind: Jackson-databind: Security bypass allows arbitrary code execution
warranty-claims-api,java,trivy,CRITICAL,dependency,CVE-2026-65182,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,"11.0.25, 10.1.58, 9.0.121",pom.xml,,Apache Tomcat: Apache Tomcat: Security constraint bypass due to improper access control
warranty-claims-api,java,trivy,CRITICAL,dependency,CVE-2026-65905,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,"11.0.25, 10.1.58, 9.0.121",pom.xml,,tomcat: Apache Tomcat: Authentication bypass via limited replay attack in DIGEST authenticator
warranty-claims-api,java,trivy,CRITICAL,dependency,CVE-2026-68525,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,"11.0.25, 10.1.58, 9.0.121",pom.xml,,org.apache.tomcat/tomcat: Apache Tomcat: Unauthorized resource access via FORM authentication bypass
warranty-claims-api,java,trivy,HIGH,dependency,GHSA-r7wm-3cxj-wff9,com.fasterxml.jackson.core:jackson-core,2.13.4,"2.18.8, 2.21.4",pom.xml,,jackson-core: Async parser maxNumberLength bypass via chunked digit accumulation (incomplete fix for GHSA-72hv-8253-57qq
